Author,Title,Number,Area_Topic,Denomination,Language,Type,Hierarchy,Category,Definition,Language2
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,391,Patologia,,,,,,Inflamaci? d'un disc.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,391,,discitis,ca,principal,terme pral.,n f,Inflamaci? d'un disc.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,391,,discitis,es,equivalent,terme pral.,n f,Inflamaci? d'un disc.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,391,,discitis,en,equivalent,terme pral.,,Inflamaci? d'un disc.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,391,,diskitis,en,equivalent,terme pral.,,Inflamaci? d'un disc.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,392,Patologia,,,,,,"S?ndrome hereditària amb caràcter autos?mic dominant caracteritzada per nanisme moderat, deformitat de Madelung, luxaci? del c?bit i curtedat de la part inferior de les cames.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,392,,discondrosteosi,ca,principal,terme pral.,n f,"S?ndrome hereditària amb caràcter autos?mic dominant caracteritzada per nanisme moderat, deformitat de Madelung, luxaci? del c?bit i curtedat de la part inferior de les cames.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,392,,malaltia de Léri-Weill,ca,remissio,terme pral.,n f,"S?ndrome hereditària amb caràcter autos?mic dominant caracteritzada per nanisme moderat, deformitat de Madelung, luxaci? del c?bit i curtedat de la part inferior de les cames.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,392,,s?ndrome de Léri-Weill,ca,remissio,terme pral.,n f,"S?ndrome hereditària amb caràcter autos?mic dominant caracteritzada per nanisme moderat, deformitat de Madelung, luxaci? del c?bit i curtedat de la part inferior de les cames.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,392,,discondrosteosis,es,equivalent,terme pral.,n f,"S?ndrome hereditària amb caràcter autos?mic dominant caracteritzada per nanisme moderat, deformitat de Madelung, luxaci? del c?bit i curtedat de la part inferior de les cames.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,392,,enfermedad de Léri-Weill,es,equivalent,terme pral.,n f,"S?ndrome hereditària amb caràcter autos?mic dominant caracteritzada per nanisme moderat, deformitat de Madelung, luxaci? del c?bit i curtedat de la part inferior de les cames.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,392,,s?ndrome de Léri-Weill,es,equivalent,terme pral.,n m,"S?ndrome hereditària amb caràcter autos?mic dominant caracteritzada per nanisme moderat, deformitat de Madelung, luxaci? del c?bit i curtedat de la part inferior de les cames.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,392,,dyschondrosteosis,en,equivalent,terme pral.,,"S?ndrome hereditària amb caràcter autos?mic dominant caracteritzada per nanisme moderat, deformitat de Madelung, luxaci? del c?bit i curtedat de la part inferior de les cames.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,392,,Léri-Weill disease,en,equivalent,terme pral.,,"S?ndrome hereditària amb caràcter autos?mic dominant caracteritzada per nanisme moderat, deformitat de Madelung, luxaci? del c?bit i curtedat de la part inferior de les cames.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,392,,Léri-Weill syndrome,en,equivalent,terme pral.,,"S?ndrome hereditària amb caràcter autos?mic dominant caracteritzada per nanisme moderat, deformitat de Madelung, luxaci? del c?bit i curtedat de la part inferior de les cames.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,393,Patologia,,,,,,Afecci? d'un disc intervertebral.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,393,,discopatia,ca,principal,terme pral.,n f,Afecci? d'un disc intervertebral.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,393,,discopat?a,es,equivalent,terme pral.,n f,Afecci? d'un disc intervertebral.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,393,,discopathy,en,equivalent,terme pral.,,Afecci? d'un disc intervertebral.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,394,Semiologia > Signes,,,,,,Disminuci? o supressi? de la capacitat d'efectuar moviments voluntaris oposats amb rapidesa i alternadament.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,394,,adiadococinèsia,ca,principal,terme pral.,n f,Disminuci? o supressi? de la capacitat d'efectuar moviments voluntaris oposats amb rapidesa i alternadament.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,394,,disdiadococinèsia,ca,remissio,sin. compl.,n f,Disminuci? o supressi? de la capacitat d'efectuar moviments voluntaris oposats amb rapidesa i alternadament.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,394,,adiadococinesia,es,equivalent,terme pral.,n f,Disminuci? o supressi? de la capacitat d'efectuar moviments voluntaris oposats amb rapidesa i alternadament.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,394,,adiadochokinesia,en,equivalent,terme pral.,,Disminuci? o supressi? de la capacitat d'efectuar moviments voluntaris oposats amb rapidesa i alternadament.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,395,Semiologia > S?mptomes,,,,,,"Trastorn de la sensibilitat en general, especialment de la sensibilitat tàctil, que es percep en estimular una regi? cutània determinada.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,395,,disestèsia,ca,principal,terme pral.,n f,"Trastorn de la sensibilitat en general, especialment de la sensibilitat tàctil, que es percep en estimular una regi? cutània determinada.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,395,,disestesia,es,equivalent,terme pral.,n f,"Trastorn de la sensibilitat en general, especialment de la sensibilitat tàctil, que es percep en estimular una regi? cutània determinada.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,395,,dysesthesia,en,equivalent,terme pral.,,"Trastorn de la sensibilitat en general, especialment de la sensibilitat tàctil, que es percep en estimular una regi? cutània determinada.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,396,Patologia,,,,,,Alteraci? o deficiència funcional d'un ?rgan.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,396,,disfunci?,ca,principal,terme pral.,n f,Alteraci? o deficiència funcional d'un ?rgan.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,396,,disfunci?n,es,equivalent,terme pral.,n f,Alteraci? o deficiència funcional d'un ?rgan.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,396,,dysfunction,en,equivalent,terme pral.,,Alteraci? o deficiència funcional d'un ?rgan.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,397,Patologia,,,,,,Desenvolupament an?mal o defectu?s.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,397,,disgènesi,ca,principal,terme pral.,n f,Desenvolupament an?mal o defectu?s.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,397,,disgenèsia,ca,remissio,sin. compl.,n f,Desenvolupament an?mal o defectu?s.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,397,,disgenesia,es,equivalent,terme pral.,n f,Desenvolupament an?mal o defectu?s.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,397,,disgénesis,es,equivalent,terme pral.,n f,Desenvolupament an?mal o defectu?s.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,397,,dysgenesis,en,equivalent,terme pral.,,Desenvolupament an?mal o defectu?s.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,398,Patologia,,,,,,Alteraci? de la facultat de procrear.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,398,,disgenèsia,ca,principal,terme pral.,n f,Alteraci? de la facultat de procrear.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,398,,disgenesia,es,equivalent,terme pral.,n f,Alteraci? de la facultat de procrear.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,398,,dysgenesis,en,equivalent,terme pral.,,Alteraci? de la facultat de procrear.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,399,Patologia,,,,,,"Desenvolupament anormal dels teixits i els ?rgans o alteraci? de la forma, la mesura i l'organitzaci? de les cèl·lules adultes.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,399,,displàsia,ca,principal,terme pral.,n f,"Desenvolupament anormal dels teixits i els ?rgans o alteraci? de la forma, la mesura i l'organitzaci? de les cèl·lules adultes.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,399,,displasia,es,equivalent,terme pral.,n f,"Desenvolupament anormal dels teixits i els ?rgans o alteraci? de la forma, la mesura i l'organitzaci? de les cèl·lules adultes.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,399,,dysplasia,en,equivalent,terme pral.,,"Desenvolupament anormal dels teixits i els ?rgans o alteraci? de la forma, la mesura i l'organitzaci? de les cèl·lules adultes.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,400,Patologia,,,,,,Displàsia hereditària consistent en enanisme rizomèlic amb distr?fies ?ssies diverses i anomalies cardiovasculars.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,400,,displàsia condroectodèrmica,ca,principal,terme pral.,n f,Displàsia hereditària consistent en enanisme rizomèlic amb distr?fies ?ssies diverses i anomalies cardiovasculars.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,400,,s?ndrome d'Ellis-van Creveld,ca,remissio,sin. compl.,n f,Displàsia hereditària consistent en enanisme rizomèlic amb distr?fies ?ssies diverses i anomalies cardiovasculars.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,400,,displasia condroectodérmica,es,equivalent,terme pral.,n f,Displàsia hereditària consistent en enanisme rizomèlic amb distr?fies ?ssies diverses i anomalies cardiovasculars.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,400,,s?ndrome de Ellis-Van Creveld,es,equivalent,terme pral.,n m,Displàsia hereditària consistent en enanisme rizomèlic amb distr?fies ?ssies diverses i anomalies cardiovasculars.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,400,,chondroectodermal dysplasia,en,equivalent,terme pral.,,Displàsia hereditària consistent en enanisme rizomèlic amb distr?fies ?ssies diverses i anomalies cardiovasculars.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,400,,Ellis-van Creveld syndrome,en,equivalent,terme pral.,,Displàsia hereditària consistent en enanisme rizomèlic amb distr?fies ?ssies diverses i anomalies cardiovasculars.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,401,Semiologia > S?mptomes,,,,,,Sensaci? de dificultat de la respiraci? associada a un augment de l'esforç per respirar.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,401,,dispnea,ca,principal,terme pral.,n f,Sensaci? de dificultat de la respiraci? associada a un augment de l'esforç per respirar.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,401,,disnea,es,equivalent,terme pral.,n f,Sensaci? de dificultat de la respiraci? associada a un augment de l'esforç per respirar.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,401,,dyspnea,en,equivalent,terme pral.,,Sensaci? de dificultat de la respiraci? associada a un augment de l'esforç per respirar.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,402,Semiologia > S?mptomes,,,,,,Pèrdua parcial de la capacitat de realitzar actes coordinats.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,402,,dispràxia,ca,principal,terme pral.,n f,Pèrdua parcial de la capacitat de realitzar actes coordinats.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,402,,dispraxia,es,equivalent,terme pral.,n f,Pèrdua parcial de la capacitat de realitzar actes coordinats.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,402,,dyspraxia,en,equivalent,terme pral.,,Pèrdua parcial de la capacitat de realitzar actes coordinats.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,403,Patologia,,,,,,Trastorn de la coordinaci? muscular causat per la pèrdua de la sinergia entre dos m?sculs o dos sistemes neuromusculars per a produir un moviment o una funci? fisiol?gica determinats.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,403,,dissinergia,ca,principal,terme pral.,n f,Trastorn de la coordinaci? muscular causat per la pèrdua de la sinergia entre dos m?sculs o dos sistemes neuromusculars per a produir un moviment o una funci? fisiol?gica determinats.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,403,,disinergia,es,equivalent,terme pral.,n f,Trastorn de la coordinaci? muscular causat per la pèrdua de la sinergia entre dos m?sculs o dos sistemes neuromusculars per a produir un moviment o una funci? fisiol?gica determinats.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,403,,dyssynergia,en,equivalent,terme pral.,,Trastorn de la coordinaci? muscular causat per la pèrdua de la sinergia entre dos m?sculs o dos sistemes neuromusculars per a produir un moviment o una funci? fisiol?gica determinats.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,404,Anatomia,,,,,,Allunyat de la base.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,404,Posicions corporals,,,,,,Allunyat de la base.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,404,,distal,ca,principal,terme pral.,adj,Allunyat de la base.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,404,,distal,es,equivalent,terme pral.,adj,Allunyat de la base.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,404,,distal,en,equivalent,terme pral.,,Allunyat de la base.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,405,.Conceptes generals,,,,,,"Augmentar l'extensi? d'un cos elàstic per una tensi? que separa, sense ruptura, les parts que el componen.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,405,,distendre,ca,principal,terme pral.,v tr,"Augmentar l'extensi? d'un cos elàstic per una tensi? que separa, sense ruptura, les parts que el componen.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,405,,distender,es,equivalent,terme pral.,v tr,"Augmentar l'extensi? d'un cos elàstic per una tensi? que separa, sense ruptura, les parts que el componen.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,405,,"distend, to",en,equivalent,terme pral.,,"Augmentar l'extensi? d'un cos elàstic per una tensi? que separa, sense ruptura, les parts que el componen.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,406,.Conceptes generals,,,,,,Acci? i efecte de distendre o de distendre's.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,406,,distensi?,ca,principal,terme pral.,n f,Acci? i efecte de distendre o de distendre's.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,406,,distensi?n,es,equivalent,terme pral.,n f,Acci? i efecte de distendre o de distendre's.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,406,,distension,en,equivalent,terme pral.,,Acci? i efecte de distendre o de distendre's.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,406,,distention,en,equivalent,terme pral.,,Acci? i efecte de distendre o de distendre's.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,407,Semiologia > Signes,,,,,,Alteraci? del to d'algun ?rgan o teixit.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,407,,distonia,ca,principal,terme pral.,n f,Alteraci? del to d'algun ?rgan o teixit.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,407,,diston?a,es,equivalent,terme pral.,n f,Alteraci? del to d'algun ?rgan o teixit.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,407,,dystonia,en,equivalent,terme pral.,,Alteraci? del to d'algun ?rgan o teixit.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,408,Semiologia > Signes,,,,,,"Trastorn produït per alteracions nutricionals o metab?liques, que es manifesta per una disminuci? del volum o per la pèrdua de les capacitats funcionals d'un ?rgan o d'un teixit.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,408,Patologia,,,,,,"Trastorn produït per alteracions nutricionals o metab?liques, que es manifesta per una disminuci? del volum o per la pèrdua de les capacitats funcionals d'un ?rgan o d'un teixit.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,408,,distr?fia,ca,principal,terme pral.,n f,"Trastorn produït per alteracions nutricionals o metab?liques, que es manifesta per una disminuci? del volum o per la pèrdua de les capacitats funcionals d'un ?rgan o d'un teixit.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,408,,distrofia,es,equivalent,terme pral.,n f,"Trastorn produït per alteracions nutricionals o metab?liques, que es manifesta per una disminuci? del volum o per la pèrdua de les capacitats funcionals d'un ?rgan o d'un teixit.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,408,,dystrophia,en,equivalent,terme pral.,,"Trastorn produït per alteracions nutricionals o metab?liques, que es manifesta per una disminuci? del volum o per la pèrdua de les capacitats funcionals d'un ?rgan o d'un teixit.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,408,,dystrophy,en,equivalent,terme pral.,,"Trastorn produït per alteracions nutricionals o metab?liques, que es manifesta per una disminuci? del volum o per la pèrdua de les capacitats funcionals d'un ?rgan o d'un teixit.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,409,Patologia,,,,,,"Distr?fia muscular hereditària lligada al cromsoma X, que afecta infants abans dels 4 anys d'edat, caracteritzada per afectaci? dels m?sculs de la cintura pelviana, pseudohipertr?fia dels m?sculs del tou de les cames, i afectaci? ulterior de la musculatura de les extremitats inferiors i dels m?sculs de la cintura escapular.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,409,,distr?fia muscular de Duchenne,ca,principal,terme pral.,n f,"Distr?fia muscular hereditària lligada al cromsoma X, que afecta infants abans dels 4 anys d'edat, caracteritzada per afectaci? dels m?sculs de la cintura pelviana, pseudohipertr?fia dels m?sculs del tou de les cames, i afectaci? ulterior de la musculatura de les extremitats inferiors i dels m?sculs de la cintura escapular.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,409,,distr?fia muscular progressiva,ca,remissio,terme pral.,n f,"Distr?fia muscular hereditària lligada al cromsoma X, que afecta infants abans dels 4 anys d'edat, caracteritzada per afectaci? dels m?sculs de la cintura pelviana, pseudohipertr?fia dels m?sculs del tou de les cames, i afectaci? ulterior de la musculatura de les extremitats inferiors i dels m?sculs de la cintura escapular.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,409,,malaltia d'Aran-Duchenne,ca,remissio,terme pral.,n f,"Distr?fia muscular hereditària lligada al cromsoma X, que afecta infants abans dels 4 anys d'edat, caracteritzada per afectaci? dels m?sculs de la cintura pelviana, pseudohipertr?fia dels m?sculs del tou de les cames, i afectaci? ulterior de la musculatura de les extremitats inferiors i dels m?sculs de la cintura escapular.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,409,,distrofia muscular de Duchenne,es,equivalent,terme pral.,n f,"Distr?fia muscular hereditària lligada al cromsoma X, que afecta infants abans dels 4 anys d'edat, caracteritzada per afectaci? dels m?sculs de la cintura pelviana, pseudohipertr?fia dels m?sculs del tou de les cames, i afectaci? ulterior de la musculatura de les extremitats inferiors i dels m?sculs de la cintura escapular.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,409,,distrofia muscular progresiva,es,equivalent,terme pral.,n f,"Distr?fia muscular hereditària lligada al cromsoma X, que afecta infants abans dels 4 anys d'edat, caracteritzada per afectaci? dels m?sculs de la cintura pelviana, pseudohipertr?fia dels m?sculs del tou de les cames, i afectaci? ulterior de la musculatura de les extremitats inferiors i dels m?sculs de la cintura escapular.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,409,,enfermedad de Aran-Duchenne,es,equivalent,terme pral.,n f,"Distr?fia muscular hereditària lligada al cromsoma X, que afecta infants abans dels 4 anys d'edat, caracteritzada per afectaci? dels m?sculs de la cintura pelviana, pseudohipertr?fia dels m?sculs del tou de les cames, i afectaci? ulterior de la musculatura de les extremitats inferiors i dels m?sculs de la cintura escapular.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,409,,enfermedad de Duchenne,es,equivalent,terme pral.,n f,"Distr?fia muscular hereditària lligada al cromsoma X, que afecta infants abans dels 4 anys d'edat, caracteritzada per afectaci? dels m?sculs de la cintura pelviana, pseudohipertr?fia dels m?sculs del tou de les cames, i afectaci? ulterior de la musculatura de les extremitats inferiors i dels m?sculs de la cintura escapular.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,409,,Duchenne disease,en,equivalent,terme pral.,,"Distr?fia muscular hereditària lligada al cromsoma X, que afecta infants abans dels 4 anys d'edat, caracteritzada per afectaci? dels m?sculs de la cintura pelviana, pseudohipertr?fia dels m?sculs del tou de les cames, i afectaci? ulterior de la musculatura de les extremitats inferiors i dels m?sculs de la cintura escapular.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,409,,Duchenne dystrophy,en,equivalent,terme pral.,,"Distr?fia muscular hereditària lligada al cromsoma X, que afecta infants abans dels 4 anys d'edat, caracteritzada per afectaci? dels m?sculs de la cintura pelviana, pseudohipertr?fia dels m?sculs del tou de les cames, i afectaci? ulterior de la musculatura de les extremitats inferiors i dels m?sculs de la cintura escapular.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,409,,Duchenne muscular dystrophy,en,equivalent,terme pral.,,"Distr?fia muscular hereditària lligada al cromsoma X, que afecta infants abans dels 4 anys d'edat, caracteritzada per afectaci? dels m?sculs de la cintura pelviana, pseudohipertr?fia dels m?sculs del tou de les cames, i afectaci? ulterior de la musculatura de les extremitats inferiors i dels m?sculs de la cintura escapular.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,409,,progressive muscular atrophy,en,equivalent,terme pral.,,"Distr?fia muscular hereditària lligada al cromsoma X, que afecta infants abans dels 4 anys d'edat, caracteritzada per afectaci? dels m?sculs de la cintura pelviana, pseudohipertr?fia dels m?sculs del tou de les cames, i afectaci? ulterior de la musculatura de les extremitats inferiors i dels m?sculs de la cintura escapular.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,410,Patologia,,,,,,"S?ndrome neurovascular de les parts distals de les extremitats, produïda per una resposta anormal o excessiva del sistema nervi?s simpàtic.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,410,,distr?fia reflexa,ca,principal,terme pral.,n f,"S?ndrome neurovascular de les parts distals de les extremitats, produïda per una resposta anormal o excessiva del sistema nervi?s simpàtic.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,410,,algodistr?fia simpàtica reflexa,ca,remissio,sin. compl.,n f,"S?ndrome neurovascular de les parts distals de les extremitats, produïda per una resposta anormal o excessiva del sistema nervi?s simpàtic.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,410,,atr?fia ?ssia àlgica de Destot-Sudeck-Lériche,ca,remissio,sin. compl.,n f,"S?ndrome neurovascular de les parts distals de les extremitats, produïda per una resposta anormal o excessiva del sistema nervi?s simpàtic.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,410,,distr?fia simpàtica,ca,remissio,sin. compl.,n f,"S?ndrome neurovascular de les parts distals de les extremitats, produïda per una resposta anormal o excessiva del sistema nervi?s simpàtic.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,410,,malaltia de Lériche,ca,remissio,sin. compl.,n f,"S?ndrome neurovascular de les parts distals de les extremitats, produïda per una resposta anormal o excessiva del sistema nervi?s simpàtic.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,410,,algodistrofia simp?tica refleja,es,equivalent,terme pral.,n f,"S?ndrome neurovascular de les parts distals de les extremitats, produïda per una resposta anormal o excessiva del sistema nervi?s simpàtic.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,410,,distrofia refleja,es,equivalent,terme pral.,n f,"S?ndrome neurovascular de les parts distals de les extremitats, produïda per una resposta anormal o excessiva del sistema nervi?s simpàtic.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,410,,distrofia simp?tica,es,equivalent,terme pral.,n f,"S?ndrome neurovascular de les parts distals de les extremitats, produïda per una resposta anormal o excessiva del sistema nervi?s simpàtic.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,410,,distrofia simp?tica refleja,es,equivalent,terme pral.,n f,"S?ndrome neurovascular de les parts distals de les extremitats, produïda per una resposta anormal o excessiva del sistema nervi?s simpàtic.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,410,,enfermedad de Lériche,es,equivalent,terme pral.,n f,"S?ndrome neurovascular de les parts distals de les extremitats, produïda per una resposta anormal o excessiva del sistema nervi?s simpàtic.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,410,,s?ndrome de dolor regional complejo de tipo I,es,equivalent,terme pral.,n m,"S?ndrome neurovascular de les parts distals de les extremitats, produïda per una resposta anormal o excessiva del sistema nervi?s simpàtic.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,410,,complex regional pain syndrome type 1,en,equivalent,terme pral.,,"S?ndrome neurovascular de les parts distals de les extremitats, produïda per una resposta anormal o excessiva del sistema nervi?s simpàtic.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,410,,Leriche disease,en,equivalent,terme pral.,,"S?ndrome neurovascular de les parts distals de les extremitats, produïda per una resposta anormal o excessiva del sistema nervi?s simpàtic.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,410,,reflex sympathetic dystrophy,en,equivalent,terme pral.,,"S?ndrome neurovascular de les parts distals de les extremitats, produïda per una resposta anormal o excessiva del sistema nervi?s simpàtic.",ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,411,Anatomia,,,,,,Cadascuna de les cinc parts allargades en què terminen la mà i el peu.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,411,,dit,ca,principal,terme pral.,n m,Cadascuna de les cinc parts allargades en què terminen la mà i el peu.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,411,,dedo,es,equivalent,terme pral.,n m,Cadascuna de les cinc parts allargades en què terminen la mà i el peu.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,411,,finger,en,equivalent,terme pral.,,Cadascuna de les cinc parts allargades en què terminen la mà i el peu.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,411,,toe,en,equivalent,terme pral.,,Cadascuna de les cinc parts allargades en què terminen la mà i el peu.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,412,Semiologia > Signes,,,,,,Engruiximent distal dels dits de les mans i dels peus causat per una hipertr?fia de les falangetes amb engruiximent de les parts toves adjacents.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,412,,acropàquia,ca,principal,terme pral.,n f,Engruiximent distal dels dits de les mans i dels peus causat per una hipertr?fia de les falangetes amb engruiximent de les parts toves adjacents.,ca
"TERMCAT, Centre de Terminologia",Diccionari de fisioteràpia,412,,dit de baqueta de timbal,ca,remissio,sin. compl.,n m,Engruiximent distal dels dits de les mans i dels peus causat per una hipertr?fia de les falangetes amb engruiximent de les parts toves adjacents.,ca
